from,Score1,to,Score2
5236124,0,2137255,2
5236124,0,1672128,1
3088202,1,4829258,3
6043544,0,4055021,1
6043544,0,9183344,1
6043544,0,4873159,0
6638903,1,2901002,1
6638903,1,6638903,1
6638903,1,1536437,0
7564704,3,2336654,7
8848555,1,2901002,1
9378512,0,9209546,3
9378512,0,7996271,1
8154776,0,7964527,0
7204030,1,2336654,7
1709088,5,7964527,0
1709088,5,6361531,2
1709088,5,7359810,1
1709088,5,4505244,2
9367408,0,7386332,0
9367408,0,7326738,0
9367408,0,1187220,2
9273350,-5,9311370,-4
9273350,-5,9349968,1
4288043,6,6422477,3
1015633,1,2901002,1
7166834,1,2901002,1
3534551,1,667883,2
5839247,0,5080669,2
5839247,0,9209546,3
5839247,0,2901002,1
6938066,1,2901002,1
9347541,0,667883,2
9347541,0,9209546,3
3630656,2,9183344,1
3630656,2,6361531,2
3630656,2,7964527,0
755671,3,7964527,0
755671,3,5241032,8
8218216,0,8218216,0
5993523,0,2901002,1
9095587,4,1534017,1
9095587,4,9209546,3
9095587,4,837534,5
9324531,0,5741205,0
7933539,-2,4683950,0
9298373,0,7932273,0
45963,1,7964527,0
45963,1,5741205,0
45963,1,4492932,3
7070600,2,2336654,7
45963,1,2336654,7
45963,1,826983,4
8415577,2,5178905,0
8415577,2,532312,1
8415577,2,2901002,1
2676049,3,3727550,0
2676049,3,2049147,2
6916973,0,837534,5
6916973,0,6147371,1
6916973,0,4579041,1
6780117,1,9209546,3
6096742,2,9209546,3
5120955,1,5120955,1
5120955,1,3919467,3
9203524,-1,2901002,1
5985921,2,4829258,3
5985921,2,7964527,0
4710845,0,4983450,4
4710845,0,7964527,0
9248279,2,7311767,3
4363045,0,2901002,1
4363045,0,5741205,0
9108912,0,2102114,1
9099959,1,5230735,0
3177936,1,2622907,0
3177936,1,3177936,1
3581217,2,6388994,3
4288043,6,2901002,1
323303,3,323303,3
323303,3,2901002,1
7426965,1,4909087,5
8349184,0,5741205,0
8349184,0,6509519,1
6768052,1,5741205,0
6768052,1,7964527,0
8960574,0,6509519,1
8960574,0,5116025,0
3762120,0,2901002,1
3120489,3,5851928,4
5839247,0,8841872,1
5839247,0,3522130,-1
5839247,0,4909087,5
4148807,0,6054622,1
4949486,3,4949486,3
5336019,1,2901002,1
5862295,5,2901002,1
5336019,1,1281485,3
8936256,0,7661057,1
8936256,0,4107693,0
9173983,2,4909087,5
7595201,-1,3704482,0
4796694,1,7311767,3
5438460,0,4829258,3
7452651,1,5514476,0
7452651,1,6520041,0
7452651,1,7926383,1
7478456,1,6149882,3
7086216,2,7964527,0
9134181,0,2901002,1
8801308,0,5309300,0
8801308,0,5508500,0
9036931,0,2901002,1
8801308,0,2901002,1
8801308,0,826983,4
9117548,0,9117548,0
9117548,0,8003790,1
5100922,1,4819376,2
5100922,1,5811078,2
9045698,1,3480223,0
9045698,1,6022016,0
9045698,1,2901002,1
7535156,-4,1635180,0
9099959,1,7134286,0
9099959,1,9099959,1
9099959,1,8840163,1
4266087,1,2901002,1
6343187,2,7964527,0
7853947,0,7853947,0
7853947,0,2799941,0
7853947,0,7505395,2
9089567,3,4016285,0
9089567,3,6361531,2
9089567,3,4909087,5
7961216,0,9069224,0
7961216,0,7386332,0
9049065,1,6477201,0
8404439,2,7747975,1
8404439,2,8166632,0
9045698,1,7964527,0
9045698,1,7267841,1
9045698,1,6361531,2
9045698,1,534238,1
9045698,1,5003756,0
8569352,3,9017455,0
8569352,3,7134286,0
9054360,0,5602504,1
9054360,0,8715110,0
9054360,0,7761024,0
9036931,0,2901002,1
9036931,0,2901002,1
9036931,0,2901002,1
9036931,0,2901002,1
9036931,0,7964527,0
9036931,0,5003756,0
9036931,0,7964527,0
5336018,5,6927601,10
5336018,5,5173232,2
7557159,2,2901002,1
5703997,0,5741205,0
5703997,0,7106045,0
5703997,0,7381528,0
4652493,1,2901002,1
5909441,0,8320861,1
4681134,47,8478253,9
4681134,47,8435769,-2
4681134,47,2463570,7
4681134,47,2271269,56
4896331,0,6900838,1
7853947,0,1930543,0
7853947,0,826983,4
2740727,1,2137255,2
8970878,0,2901002,1
4608626,14,4044103,20
4608626,14,3639023,1
1876739,2,2901002,1
7478456,1,653364,1
1734278,1,2901002,1
1734278,1,4983450,4
5109802,1,996205,1
5109802,1,8896651,1
5109802,1,7964527,0
5109802,1,2285236,6
5665505,1,6287308,2
8555729,0,7847591,0
5703997,0,4887708,1
5703997,0,2464121,2
7804991,0,6361531,2
8977872,0,6139279,0
8977872,0,6781575,0
766708,0,2901002,1
766708,0,4800652,1
501054,0,2901002,1
501054,0,4800652,1
8950775,0,2857926,1
8945029,0,8945029,0
7954504,3,3339965,2
3986320,2,2901002,1
3986320,2,7964527,0
501054,0,2336654,7
6020610,1,2901002,1
4035529,0,7851470,1
8267109,0,8756315,2
8479607,0,4366229,1
2026781,3,2336654,7
2026781,3,1240268,1
2026781,3,7954504,3
2026781,3,7964527,0
757590,0,757590,0
7171587,0,8747665,0
8479607,0,8807079,0
8479607,0,4800652,1
6560626,2,2901002,1
7823253,1,7964527,0
7823253,1,6287308,2
7620499,0,3707720,1
8799263,1,6900838,1
7805829,1,7964527,0
2904588,10,2875563,11
5141727,-1,4800652,1
7300005,5,890242,2
7300005,5,2336654,7
7300005,5,2901002,1
7300005,5,4995030,0
8458838,1,8458838,1
8458838,1,2901002,1
8238124,2,6287308,2
8238124,2,5741205,0
8238124,2,2336974,1
8238124,2,2901002,1
6720997,10,1404311,7
7388024,0,7964527,0
7388024,0,5811078,2
7388024,0,6341054,0
3088202,1,4983450,4
3088202,1,5741205,0
8579043,0,190597,2
8317830,0,3619945,0
2717063,1,7780353,1
2717063,1,2901002,1
3166881,0,1972924,0
3166881,0,4909087,5
905423,2,5741205,0
905423,2,5205141,1
8729326,-1,56541,0
8728073,1,5741205,0
7751504,0,6573902,2
7751504,0,2137255,2
7751504,0,6451244,0
5868293,0,2901002,1
4990359,0,5107488,0
8500760,2,100297,1
8500760,2,8347081,0
7469605,9,7571052,1
7469605,9,5633320,7
5421539,0,4323,2
7853947,0,4800652,1
7853947,0,2336654,7
2480769,1,2411802,1
2480769,1,2336654,7
3259331,4,3259331,4
8690470,0,2901002,1
8690470,0,7068859,0
8684491,2,3293881,1
8684491,2,6287308,2
8684491,2,7964527,0
8664762,1,4247599,0
8664762,1,8529697,1
8664762,1,2901002,1
8622826,0,4359551,1
8622826,0,2137255,2
2717063,1,4985733,1
7853947,0,2901002,1
7853947,0,2236150,1
2717063,1,2901002,1
7646954,0,7646954,0
8315819,1,2901002,1
8315819,1,7964527,0
2717063,1,2336654,7
2717063,1,6361531,2
2717063,1,2336654,7
7326305,2,190597,2
7326305,2,5393381,3
7326305,2,5741205,0
7954504,3,2336654,7
2856558,2,5393381,3
8525203,1,1453822,1
2717063,1,2901002,1
8194773,1,2901002,1
8194773,1,4800652,1
8194773,1,1782792,6
8622826,0,1506264,0
5624176,0,1506850,0
5703997,0,8381385,0
5703997,0,2901002,1
6678835,0,2901002,1
2717063,1,2901002,1
8572491,2,2336654,7
8572491,2,2901002,1
8572491,2,4900574,2
5703997,0,5741205,0
2717063,1,5741205,0
2717063,1,8368216,0
2717063,1,8194773,1
2717063,1,1762211,2
8592585,3,2901002,1
8592585,3,7491646,1
566676,1,8166632,0
566676,1,2080228,0
8144295,0,8231181,2
4623656,1,2901002,1
4623656,1,2137255,2
1773344,2,7964527,0
1773344,2,190597,2
4825905,2,4642859,3
8543025,2,6361531,2
8543025,2,3135417,0
8543025,2,2137255,2
7954504,3,7954504,3
2244081,6,6342575,2
2244081,6,5276797,13
7926383,1,6343538,0
8409191,1,4800652,1
2950747,8,7964527,0
2950747,8,2411802,1
2950747,8,5741205,0
5240684,0,7964527,0
8484483,2,7964527,0
8484483,2,2411802,1
8484483,2,5741205,0
8266561,0,5916727,1
8266561,0,2074981,1
7492284,0,7492284,0
8290376,-4,7964527,0
8290376,-4,2324298,1
8290376,-4,2901002,1
5571914,1,2901002,1
6421290,0,2901002,1
4663679,3,2336654,7
4663679,3,7964527,0
4663679,3,2901002,1
8351688,2,2336654,7
8351688,2,4760331,1
8351688,2,2411802,1
8351688,2,4832296,0
8351688,2,5026929,0
8436383,1,4365003,3
6052531,2,5075720,2
6052531,2,2411802,1
4321039,0,4323,2
3437787,3,2285236,6
8419482,1,2336654,7
7528751,0,8408934,1
8328781,0,8290376,-4
8328781,0,5026929,0
7781835,1,2901002,1
7781835,1,812662,0
7855154,4,2137255,2
7265880,1,5514476,0
7265880,1,2336654,7
7265880,1,6342575,2
7265880,1,4983450,4
8267167,2,2336654,7
3200391,4,4549682,1
8290376,-4,8290376,-4
8290376,-4,2336654,7
8290376,-4,7985142,0
5571914,1,2901002,1
8081595,-1,1782792,6
2719598,1,6361531,2
7547749,0,2137255,2
7547749,0,1453822,1
8386173,1,2901002,1
7672533,1,6655211,4
1539741,3,2901002,1
8372455,-2,2336654,7
8372455,-2,2411802,1
8372455,-2,4686625,14
8372455,-2,4909087,5
7672533,1,7672533,1
7672533,1,5003756,0
8183395,2,2901002,1
5626112,4,2901002,1
5626112,4,3293881,1
7528751,0,146073,0
687896,2,6361531,2
6803114,2,2336654,7
6803114,2,2901002,1
4537383,1,6361531,2
4537383,1,5741205,0
5120955,1,6361531,2
4898964,0,5448552,0
4348534,1,2901002,1
6901159,0,6065591,2
2208922,2,8231181,2
7492284,0,7214344,2
8290376,-4,2901002,1
2394952,0,7746385,3
7849851,1,5741205,0
7900140,-1,4800652,1
7900140,-1,8144295,0
5312971,3,2336654,7
7492284,0,314922,0
7492284,0,5393381,3
7492284,0,2821252,1
2562744,3,7964527,0
2562744,3,5741205,0
8229816,1,6361531,2
8229816,1,5241032,8
8229816,1,2901002,1
4949486,3,3990806,2
4949486,3,7445833,1
8286317,0,667883,2
4459434,3,2901002,1
4459434,3,4955404,1
7954504,3,2285236,6
7993873,2,8231181,2
8229816,1,8231181,2
8266561,0,5497294,0
8266561,0,5300112,3
8266561,0,2285236,6
6005062,2,7982275,4
6005062,2,7964527,0
5312971,3,1562285,1
8227494,1,1404311,7
7574860,0,1577947,1
7574860,0,5741205,0
6026929,3,2901002,1
1058584,1,7688996,2
1058584,1,2897372,0
4704969,2,2336654,7
4704969,2,2285236,6
8177554,1,4492932,3
1738879,7,7964527,0
1738879,7,2336654,7
8172319,2,6361531,2
8172319,2,67579,1
5312971,3,6361531,2
6304017,0,6304017,0
6304017,0,4049396,1
7836530,1,2901002,1
7836530,1,704848,7
8000201,0,2287299,1
470184,3,190597,2
4043845,0,6361531,2
3864014,1,2901002,1
6916973,0,7311767,3
6537007,2,7311767,3
3731467,0,3731467,0
3731467,0,6342575,2
7882136,8,6622817,1
7882136,8,1478537,2
7037746,1,3626961,1
7037746,1,2336654,7
7204030,1,487339,3
7584467,2,7311767,3
7584467,2,1240268,1
673760,3,667883,2
673760,3,6163621,1
673760,3,2336654,7
4745249,1,1240268,1
5474317,6,2901002,1
5474317,6,667883,2
3991782,0,5917484,0
7683796,1,667883,2
7683796,1,6277525,0
4972716,7,5741205,0
4972716,7,837534,5
4972716,7,5520354,0
1627234,2,5741205,0
6560626,2,7000863,0
7964299,1,5741205,0
6866170,0,704848,7
6916973,0,4956987,2
7914683,2,3339965,2
5024531,0,2336654,7
5024531,0,5006,0
6560626,2,2901002,1
7172306,1,5741205,0
7620879,1,2901002,1
7620879,1,7887265,1
977038,0,2901002,1
6560626,2,5085211,3
7857104,0,1422451,0
1115277,0,2336654,7
4114372,2,3135417,0
659463,1,2899837,1
7820917,1,5741205,0
4949486,3,704848,7
2302819,9,10335,1
2302819,9,2302819,9
4043845,0,5741205,0
4043845,0,6361531,2
6916973,0,6287308,2
6916973,0,7607701,0
4043845,0,2336654,7
4043845,0,624829,8
6916973,0,2901002,1
6916973,0,6817835,0
3356309,1,839957,1
5332464,1,6203717,0
5332464,1,4323,2
4043845,0,3628236,5
4043845,0,5003756,0
7469605,9,2823755,1
7469605,9,7678879,1
4043845,0,2336654,7
4043845,0,1427416,4
4043845,0,5952674,3
4043845,0,6287308,2
4262057,3,10238,2
4262057,3,311124,2
7593646,0,6207849,4
7593646,0,2336654,7
7565818,1,2336654,7
6916973,0,5741205,0
1838999,1,3558644,2
1838999,1,42346,7
7565818,1,10238,2
7565818,1,42346,7
7391006,1,2336654,7
7391006,1,1753919,0
4559679,2,2901002,1
6916973,0,5741205,0
6916973,0,6916973,0
6916973,0,4356204,1
7696422,0,3558644,2
7696422,0,6053327,1
7469605,9,6451573,5
6916973,0,4686625,14
6916973,0,5869177,1
6916973,0,4787467,1
6916973,0,4686625,14
6916973,0,4983450,4
7565818,1,7565818,1
7565818,1,1239729,-1
3848207,0,3027854,5
1761521,1,624829,8
1761521,1,4431535,0
4949486,3,2901002,1
2366204,2,2867744,0
5791826,5,7366928,4
489564,0,7366928,4
7112155,9,2748781,10
7112155,9,5800230,2
1761521,1,2901002,1
7615984,1,2336654,7
7615984,1,1562285,1
4394770,2,2901002,1
7457873,2,2901002,1
6916973,0,4082217,1
6916973,0,4323,2
4140027,0,2901002,1
4140027,0,1057443,1
7265880,1,3054161,3
7565404,3,5741205,0
2335820,-1,7168677,2
6377863,1,2336654,7
1290680,0,7311767,3
1290680,0,7311767,3
3259331,4,2298070,13
6916973,0,4082217,1
6916973,0,4492932,3
3225420,0,2336654,7
3225420,0,487339,3
3225420,0,6287308,2
3225420,0,682797,1
5696518,1,2901002,1
5696518,1,1993206,0
1500255,1,5741205,0
1500255,1,1884171,0
3917349,1,6797347,0
3917349,1,624829,8
7505513,0,3805500,0
3993270,0,2901002,1
3993270,0,2336654,7
6637269,0,6637269,0
6637269,0,2901002,1
7493449,0,1936114,3
6592934,0,6779307,5
58634,3,3877338,4
58634,3,2336654,7
7400738,4,5741205,0
7400738,4,6207849,4
7469605,9,2901002,1
6592934,0,6207849,4
6592934,0,2901002,1
7416134,1,2399894,1
7220655,0,240490,0
6106842,-1,3707607,2
7421001,0,3707607,2
5665505,1,5741205,0
717880,4,2336654,7
3113510,1,3067241,2
3993270,0,545438,1
3993270,0,4983450,4
3993270,0,2336654,7
4781358,0,7244759,0
4781358,0,5741205,0
5155413,4,704848,7
5155413,4,5741205,0
7179203,1,3954379,0
4140027,0,5806746,3
4140027,0,4983450,4
4140027,0,5741205,0
2396502,1,2901002,1
950280,1,4983450,4
7350180,0,4983450,4
1909918,2,2336654,7
1909918,2,3707607,2
7329278,4,3707607,2
7323821,0,2336654,7
6437260,7,4492932,3
6437260,7,2901002,1
7304040,0,5673316,0
5316326,2,2543372,2
5316326,2,2901002,1
6511941,3,4983450,4
7008941,1,1609428,3
7008941,1,6596015,3
5467595,1,2543372,2
3812967,1,1240268,1
3142347,0,6207849,4
1909918,2,5741205,0
1909918,2,3558644,2
1909918,2,3765319,1
4928920,12,7171976,1
5869177,1,6207849,4
7008941,1,6924242,5
6646696,0,49559,1
7008941,1,2901002,1
6539435,2,2857926,1
7008941,1,2285236,6
7008941,1,3025981,1
5452748,0,5741205,0
4727766,6,3339965,2
4727766,6,5741205,0
4727766,6,1474727,2
4727766,6,704848,7
4727766,6,2063361,1
7008941,1,189418,2
6858597,2,2670792,2
4727766,6,624829,8
4727766,6,2336654,7
4140027,0,378704,1
4727766,6,4983450,4
4140027,0,2901002,1
4114372,2,2901002,1
4114372,2,2285236,6
6895009,1,3124409,0
6895009,1,4099813,1
7076909,0,6900523,1
7076909,0,4983450,4
7076909,0,4313064,0
4114372,2,5626112,4
4114372,2,4177078,1
5834316,1,7045225,0
5834316,1,2901002,1
4570230,1,4413446,1
1067308,1,2336654,7
6866170,0,2336654,7
6866170,0,704848,7
1269634,0,1422451,0
2965601,0,5741205,0
2965601,0,2285236,6
6828360,1,704848,7
6828360,1,4291583,0
2039162,1,12663,2
3751373,0,3751373,0
3751373,0,6207849,4
336527,2,4983450,4
1086688,5,839957,1
6244166,2,5433002,2
3447158,3,3447158,3
1414455,0,146073,0
5435124,11,2901002,1
6681502,3,5741205,0
6681502,3,6414203,0
6681502,3,1762211,2
6681502,3,6669476,0
1909918,2,6207849,4
6418963,1,2901002,1
6665281,2,1681480,1
6665281,2,2336654,7
959937,2,6657815,4
4596596,2,2336654,7
1017917,-1,3455794,0
1017917,-1,2483271,1
1017917,-1,3732271,1
1017917,-1,4983450,4
6377863,1,3165737,0
6377863,1,3846228,0
6377863,1,2411802,1
2789717,5,2087463,2
2789717,5,1225744,0
5586178,5,190597,2
5586178,5,2901002,1
4642859,3,2336654,7
226897,1,2901002,1
226897,1,2411802,1
1909918,2,2336654,7
1909918,2,2285236,6
4596596,2,5648958,3
771848,1,5717589,2
2333196,4,3293881,1
2333196,4,2336654,7
6096125,2,2901002,1
6096125,2,6540219,1
6538950,1,2285236,6
6377863,1,1439745,1
6377863,1,4983450,4
6311384,1,1494637,0
6377863,1,3339965,2
6450762,0,1251596,0
4032552,0,2901002,1
4972716,7,1494637,0
6311520,12,2336654,7
6311520,12,5805289,7
5630994,1,6005451,0
5630994,1,1101713,1
4972716,7,2336654,7
336527,2,699305,4
336527,2,2901002,1
336527,2,5314012,0
6311520,12,4585963,1
6311520,12,2901002,1
6311520,12,3657742,2
5857901,1,2411802,1
5857901,1,2336654,7
4392566,1,1494637,0
514210,3,4686625,14
6311520,12,2901002,1
6311520,12,1494637,0
6311520,12,1494637,0
6311520,12,4317058,2
4716552,1,5741205,0
2826011,3,5717589,2
6311520,12,2901002,1
6311520,12,4983290,1
2826011,3,987185,1
2826011,3,2901002,1
6246100,-1,1320510,0
4972716,7,2336654,7
1181744,10,1227991,3
1181744,10,257465,15
5816243,0,786593,0
5816243,0,1624921,1
5816243,0,6259990,0
5816243,0,2549021,1
5816243,0,6259990,0
4972716,7,5019586,0
4972716,7,2635790,1
4972716,7,2826011,3
4972716,7,2357112,2
4972716,7,3991649,0
6240629,-1,4983290,1
4972716,7,5741205,0
4972716,7,1771479,0
4972716,7,5741205,0
4972716,7,5741205,0
4972716,7,2901002,1
2826011,3,3628236,5
2826011,3,1910242,4
2826011,3,2137255,2
3798597,0,190597,2
6168738,0,2826011,3
961346,1,2411802,1
6168738,0,5741205,0
6168738,0,3691783,3
6168738,0,2901002,1
4774724,0,5402048,0
4774724,0,704848,7
4797524,0,5976265,4
4972716,7,3474956,2
4972716,7,5331112,1
4972716,7,4394564,0
4972716,7,3077059,0
6106301,1,5910654,1
336527,2,4542359,1
336527,2,2699288,2
336527,2,3510736,3
336527,2,2901002,1
336527,2,2411802,1
351204,1,351204,1
1082349,2,2901002,1
6019463,0,3510736,3
6019463,0,2411802,1
5435124,11,2901002,1
674301,0,674301,0
674301,0,1502891,1
3079439,1,2901002,1
1941253,1,4542359,1
2851730,1,4667484,1
5943247,2,4667484,1
5931373,0,2028710,2
5931373,0,2142055,0
4723039,3,2901002,1
4723039,3,2370124,0
3682157,6,190597,2
3682157,6,844823,1
5872497,2,2901002,1
5872497,2,5276797,13
5826447,2,837534,5
5826447,2,2070074,1
5826447,2,5142797,0
3165737,0,2901002,1
2044409,1,2901002,1
5799632,1,837534,5
5799632,1,704848,7
5569314,0,1494637,0
5569314,0,1968405,1
690430,2,690430,2
690430,2,704848,7
5712829,0,5712829,0
5252013,3,2901002,1
3675040,1,3675040,1
4804108,5,1240268,1
5435124,11,2411802,1
5435124,11,1494637,0
5435124,11,1857805,0
3381215,3,653364,1
4138764,0,4720640,0
1232891,1,2411802,1
2293224,0,707650,3
283296,3,487339,3
4805990,2,2141635,1
4805990,2,4807623,-1
4805990,2,487339,3
4805990,2,704848,7
4805990,2,447015,1
3682157,6,487339,3
3682157,6,704848,7
3682157,6,795990,1
3034614,2,2699288,2
3034614,2,704848,7
3165737,0,3165737,0
2044409,1,704848,7
4805990,2,1245190,1
2669472,1,704848,7
3165737,0,3877338,4
5160111,3,5160111,3
283296,3,190597,2
283296,3,180709,2
283296,3,317130,2
4526367,2,3394978,1
4526367,2,5014134,0
1763955,1,3898293,0
5006885,0,3868428,0
5006885,0,5014134,0
2300461,1,487339,3
2300461,1,704848,7
2300461,1,1240268,1
2300461,1,170005,1
2044409,1,3437504,1
3675188,0,1113211,0
3675188,0,918959,2
3675188,0,1968182,0
2526657,47,487339,3
833300,3,4077912,1
833300,3,704848,7
2526657,47,487339,3
3919467,3,1628722,8
4110613,1,704848,7
283296,3,2141635,1
461202,2,3334852,2
833300,3,3849456,0
833300,3,498892,1
833300,3,1678467,0
984201,1,1744834,1
2300461,1,1289107,1
833300,3,833300,3
3199212,0,1827356,0
2300461,1,2300461,1
2766558,2,190597,2
3682157,6,190597,2
3682157,6,1222578,8
3682157,6,298607,3
461887,20,704848,7
3682157,6,2487184,1
283296,3,1240268,1
3765319,1,653364,1
847663,4,3599890,4
1502345,5,190597,2
847663,4,1240268,1
847663,4,847663,4
1588795,1,1588795,1
1588795,1,1240268,1
2468646,-5,137783,1
2935984,2,1240268,1
2935984,2,625914,3
2445114,4,1240268,1
2445114,4,1221924,5
1786316,7,398968,2
1786316,7,644898,7